"CUID","Species","Year","Spawner.Abundance","Region"
612,"Pink (Odd)",1950,NA,"CC"
613,"Sockeye",1950,NA,"CC"
614,"Sockeye",1950,NA,"CC"
615,"Sockeye",1950,NA,"CC"
500,"Chum",1951,NA,"CC"
501,"Chum",1951,NA,"CC"
502,"Chum",1951,NA,"CC"
503,"Chum",1951,NA,"CC"
504,"Chum",1951,NA,"CC"
505,"Chum",1951,NA,"CC"
506,"Chum",1951,NA,"CC"
507,"Chum",1951,NA,"CC"
508,"Chum",1951,NA,"CC"
509,"Chinook",1951,NA,"CC"
510,"Chinook",1951,NA,"CC"
511,"Chinook",1951,NA,"CC"
512,"Chinook",1951,NA,"CC"
513,"Chinook",1951,NA,"CC"
514,"Chinook",1951,NA,"CC"
515,"Chinook",1951,NA,"CC"
516,"Coho",1951,NA,"CC"
517,"Coho",1951,NA,"CC"
518,"Coho",1951,NA,"CC"
519,"Coho",1951,NA,"CC"
520,"Coho",1951,NA,"CC"
521,"Coho",1951,NA,"CC"
522,"Coho",1951,NA,"CC"
523,"Coho",1951,NA,"CC"
524,"Sockeye",1951,NA,"CC"
525,"Sockeye",1951,NA,"CC"
526,"Sockeye",1951,NA,"CC"
527,"Sockeye",1951,NA,"CC"
528,"Sockeye",1951,NA,"CC"
529,"Sockeye",1951,NA,"CC"
530,"Sockeye",1951,NA,"CC"
531,"Sockeye",1951,NA,"CC"
532,"Sockeye",1951,NA,"CC"
533,"Sockeye",1951,NA,"CC"
534,"Sockeye",1951,NA,"CC"
535,"Sockeye",1951,NA,"CC"
536,"Sockeye",1951,NA,"CC"
537,"Sockeye",1951,NA,"CC"
538,"Sockeye",1951,NA,"CC"
539,"Sockeye",1951,NA,"CC"
540,"Sockeye",1951,NA,"CC"
541,"Sockeye",1951,NA,"CC"
542,"Sockeye",1951,NA,"CC"
543,"Sockeye",1951,NA,"CC"
544,"Sockeye",1951,NA,"CC"
545,"Sockeye",1951,NA,"CC"
546,"Sockeye",1951,NA,"CC"
547,"Sockeye",1951,NA,"CC"
548,"Sockeye",1951,NA,"CC"
549,"Sockeye",1951,NA,"CC"
550,"Sockeye",1951,NA,"CC"
551,"Sockeye",1951,NA,"CC"
552,"Sockeye",1951,NA,"CC"
553,"Sockeye",1951,NA,"CC"
554,"Sockeye",1951,NA,"CC"
555,"Sockeye",1951,NA,"CC"
556,"Sockeye",1951,NA,"CC"
557,"Sockeye",1951,NA,"CC"
558,"Sockeye",1951,NA,"CC"
559,"Sockeye",1951,NA,"CC"
560,"Sockeye",1951,NA,"CC"
561,"Sockeye",1951,NA,"CC"
562,"Sockeye",1951,NA,"CC"
563,"Sockeye",1951,NA,"CC"
564,"Sockeye",1951,NA,"CC"
565,"Sockeye",1951,NA,"CC"
566,"Sockeye",1951,NA,"CC"
567,"Sockeye",1951,NA,"CC"
568,"Sockeye",1951,NA,"CC"
569,"Sockeye",1951,NA,"CC"
570,"Sockeye",1951,NA,"CC"
571,"Sockeye",1951,NA,"CC"
572,"Sockeye",1951,NA,"CC"
573,"Sockeye",1951,NA,"CC"
574,"Sockeye",1951,NA,"CC"
575,"Sockeye",1951,NA,"CC"
576,"Sockeye",1951,NA,"CC"
577,"Sockeye",1951,NA,"CC"
578,"Sockeye",1951,NA,"CC"
579,"Sockeye",1951,NA,"CC"
580,"Sockeye",1951,NA,"CC"
581,"Sockeye",1951,NA,"CC"
582,"Sockeye",1951,NA,"CC"
583,"Sockeye",1951,NA,"CC"
584,"Sockeye",1951,NA,"CC"
585,"Sockeye",1951,NA,"CC"
586,"Sockeye",1951,NA,"CC"
587,"Sockeye",1951,NA,"CC"
588,"Sockeye",1951,NA,"CC"
589,"Sockeye",1951,NA,"CC"
590,"Sockeye",1951,NA,"CC"
591,"Sockeye",1951,NA,"CC"
592,"Sockeye",1951,NA,"CC"
593,"Sockeye",1951,NA,"CC"
594,"Sockeye",1951,NA,"CC"
595,"Sockeye",1951,NA,"CC"
596,"Sockeye",1951,NA,"CC"
597,"Sockeye",1951,NA,"CC"
598,"Sockeye",1951,NA,"CC"
599,"Sockeye",1951,NA,"CC"
600,"Sockeye",1951,NA,"CC"
601,"Sockeye",1951,NA,"CC"
602,"Sockeye",1951,NA,"CC"
603,"Sockeye",1951,NA,"CC"
604,"Sockeye",1951,NA,"CC"
605,"Sockeye",1951,NA,"CC"
606,"Sockeye",1951,NA,"CC"
607,"Sockeye",1951,NA,"CC"
608,"Pink (Even)",1951,NA,"CC"
609,"Pink (Even)",1951,NA,"CC"
610,"Pink (Odd)",1951,NA,"CC"
611,"Pink (Odd)",1951,NA,"CC"
612,"Pink (Odd)",1951,NA,"CC"
613,"Sockeye",1951,NA,"CC"
614,"Sockeye",1951,NA,"CC"
615,"Sockeye",1951,NA,"CC"
500,"Chum",1952,NA,"CC"
501,"Chum",1952,NA,"CC"
502,"Chum",1952,NA,"CC"
503,"Chum",1952,NA,"CC"
504,"Chum",1952,NA,"CC"
505,"Chum",1952,NA,"CC"
506,"Chum",1952,NA,"CC"
507,"Chum",1952,NA,"CC"
508,"Chum",1952,NA,"CC"
509,"Chinook",1952,NA,"CC"
510,"Chinook",1952,NA,"CC"
511,"Chinook",1952,NA,"CC"
512,"Chinook",1952,NA,"CC"
513,"Chinook",1952,NA,"CC"
514,"Chinook",1952,NA,"CC"
515,"Chinook",1952,NA,"CC"
516,"Coho",1952,NA,"CC"
517,"Coho",1952,NA,"CC"
518,"Coho",1952,NA,"CC"
519,"Coho",1952,NA,"CC"
520,"Coho",1952,NA,"CC"
521,"Coho",1952,NA,"CC"
522,"Coho",1952,NA,"CC"
523,"Coho",1952,NA,"CC"
524,"Sockeye",1952,NA,"CC"
525,"Sockeye",1952,NA,"CC"
526,"Sockeye",1952,NA,"CC"
527,"Sockeye",1952,NA,"CC"
528,"Sockeye",1952,NA,"CC"
529,"Sockeye",1952,NA,"CC"
530,"Sockeye",1952,NA,"CC"
531,"Sockeye",1952,NA,"CC"
532,"Sockeye",1952,NA,"CC"
533,"Sockeye",1952,NA,"CC"
534,"Sockeye",1952,NA,"CC"
535,"Sockeye",1952,NA,"CC"
536,"Sockeye",1952,NA,"CC"
537,"Sockeye",1952,NA,"CC"
538,"Sockeye",1952,NA,"CC"
539,"Sockeye",1952,NA,"CC"
540,"Sockeye",1952,NA,"CC"
541,"Sockeye",1952,NA,"CC"
542,"Sockeye",1952,NA,"CC"
543,"Sockeye",1952,NA,"CC"
544,"Sockeye",1952,NA,"CC"
545,"Sockeye",1952,NA,"CC"
546,"Sockeye",1952,NA,"CC"
547,"Sockeye",1952,NA,"CC"
548,"Sockeye",1952,NA,"CC"
549,"Sockeye",1952,NA,"CC"
550,"Sockeye",1952,NA,"CC"
551,"Sockeye",1952,NA,"CC"
552,"Sockeye",1952,NA,"CC"
553,"Sockeye",1952,NA,"CC"
554,"Sockeye",1952,NA,"CC"
555,"Sockeye",1952,NA,"CC"
556,"Sockeye",1952,NA,"CC"
557,"Sockeye",1952,NA,"CC"
558,"Sockeye",1952,NA,"CC"
559,"Sockeye",1952,NA,"CC"
560,"Sockeye",1952,NA,"CC"
561,"Sockeye",1952,NA,"CC"
562,"Sockeye",1952,NA,"CC"
563,"Sockeye",1952,NA,"CC"
564,"Sockeye",1952,NA,"CC"
565,"Sockeye",1952,NA,"CC"
566,"Sockeye",1952,NA,"CC"
567,"Sockeye",1952,NA,"CC"
568,"Sockeye",1952,NA,"CC"
569,"Sockeye",1952,NA,"CC"
570,"Sockeye",1952,NA,"CC"
571,"Sockeye",1952,NA,"CC"
572,"Sockeye",1952,NA,"CC"
573,"Sockeye",1952,NA,"CC"
574,"Sockeye",1952,NA,"CC"
575,"Sockeye",1952,NA,"CC"
576,"Sockeye",1952,NA,"CC"
577,"Sockeye",1952,NA,"CC"
578,"Sockeye",1952,NA,"CC"
579,"Sockeye",1952,NA,"CC"
580,"Sockeye",1952,NA,"CC"
581,"Sockeye",1952,NA,"CC"
582,"Sockeye",1952,NA,"CC"
583,"Sockeye",1952,NA,"CC"
584,"Sockeye",1952,NA,"CC"
585,"Sockeye",1952,NA,"CC"
586,"Sockeye",1952,NA,"CC"
587,"Sockeye",1952,NA,"CC"
588,"Sockeye",1952,NA,"CC"
589,"Sockeye",1952,NA,"CC"
590,"Sockeye",1952,NA,"CC"
591,"Sockeye",1952,NA,"CC"
592,"Sockeye",1952,NA,"CC"
593,"Sockeye",1952,NA,"CC"
594,"Sockeye",1952,NA,"CC"
595,"Sockeye",1952,NA,"CC"
596,"Sockeye",1952,NA,"CC"
597,"Sockeye",1952,NA,"CC"
598,"Sockeye",1952,NA,"CC"
599,"Sockeye",1952,NA,"CC"
600,"Sockeye",1952,NA,"CC"
601,"Sockeye",1952,NA,"CC"
602,"Sockeye",1952,NA,"CC"
603,"Sockeye",1952,NA,"CC"
604,"Sockeye",1952,NA,"CC"
605,"Sockeye",1952,NA,"CC"
606,"Sockeye",1952,NA,"CC"
607,"Sockeye",1952,NA,"CC"
608,"Pink (Even)",1952,NA,"CC"
609,"Pink (Even)",1952,NA,"CC"
610,"Pink (Odd)",1952,NA,"CC"
611,"Pink (Odd)",1952,NA,"CC"
612,"Pink (Odd)",1952,NA,"CC"
613,"Sockeye",1952,NA,"CC"
614,"Sockeye",1952,NA,"CC"
615,"Sockeye",1952,NA,"CC"
500,"Chum",1953,NA,"CC"
501,"Chum",1953,NA,"CC"
502,"Chum",1953,NA,"CC"
503,"Chum",1953,NA,"CC"
504,"Chum",1953,NA,"CC"
505,"Chum",1953,NA,"CC"
506,"Chum",1953,NA,"CC"
507,"Chum",1953,NA,"CC"
508,"Chum",1953,NA,"CC"
509,"Chinook",1953,NA,"CC"
510,"Chinook",1953,NA,"CC"
511,"Chinook",1953,NA,"CC"
512,"Chinook",1953,NA,"CC"
513,"Chinook",1953,NA,"CC"
514,"Chinook",1953,NA,"CC"
515,"Chinook",1953,NA,"CC"
516,"Coho",1953,NA,"CC"
517,"Coho",1953,NA,"CC"
518,"Coho",1953,NA,"CC"
519,"Coho",1953,NA,"CC"
520,"Coho",1953,NA,"CC"
521,"Coho",1953,NA,"CC"
522,"Coho",1953,NA,"CC"
523,"Coho",1953,NA,"CC"
524,"Sockeye",1953,NA,"CC"
525,"Sockeye",1953,NA,"CC"
526,"Sockeye",1953,NA,"CC"
527,"Sockeye",1953,NA,"CC"
528,"Sockeye",1953,NA,"CC"
529,"Sockeye",1953,NA,"CC"
530,"Sockeye",1953,NA,"CC"
531,"Sockeye",1953,NA,"CC"
532,"Sockeye",1953,NA,"CC"
533,"Sockeye",1953,NA,"CC"
534,"Sockeye",1953,NA,"CC"
535,"Sockeye",1953,NA,"CC"
536,"Sockeye",1953,NA,"CC"
537,"Sockeye",1953,NA,"CC"
538,"Sockeye",1953,NA,"CC"
539,"Sockeye",1953,NA,"CC"
540,"Sockeye",1953,NA,"CC"
541,"Sockeye",1953,NA,"CC"
542,"Sockeye",1953,NA,"CC"
543,"Sockeye",1953,NA,"CC"
544,"Sockeye",1953,NA,"CC"
545,"Sockeye",1953,NA,"CC"
546,"Sockeye",1953,NA,"CC"
547,"Sockeye",1953,NA,"CC"
548,"Sockeye",1953,NA,"CC"
549,"Sockeye",1953,NA,"CC"
550,"Sockeye",1953,NA,"CC"
551,"Sockeye",1953,NA,"CC"
552,"Sockeye",1953,NA,"CC"
553,"Sockeye",1953,NA,"CC"
554,"Sockeye",1953,NA,"CC"
555,"Sockeye",1953,NA,"CC"
556,"Sockeye",1953,NA,"CC"
557,"Sockeye",1953,NA,"CC"
558,"Sockeye",1953,NA,"CC"
559,"Sockeye",1953,NA,"CC"
560,"Sockeye",1953,NA,"CC"
561,"Sockeye",1953,NA,"CC"
562,"Sockeye",1953,NA,"CC"
563,"Sockeye",1953,NA,"CC"
564,"Sockeye",1953,NA,"CC"
565,"Sockeye",1953,NA,"CC"
566,"Sockeye",1953,NA,"CC"
567,"Sockeye",1953,NA,"CC"
568,"Sockeye",1953,NA,"CC"
569,"Sockeye",1953,NA,"CC"
570,"Sockeye",1953,NA,"CC"
571,"Sockeye",1953,NA,"CC"
572,"Sockeye",1953,NA,"CC"
573,"Sockeye",1953,NA,"CC"
574,"Sockeye",1953,NA,"CC"
575,"Sockeye",1953,NA,"CC"
576,"Sockeye",1953,NA,"CC"
577,"Sockeye",1953,NA,"CC"
578,"Sockeye",1953,NA,"CC"
579,"Sockeye",1953,NA,"CC"
580,"Sockeye",1953,NA,"CC"
581,"Sockeye",1953,NA,"CC"
582,"Sockeye",1953,NA,"CC"
583,"Sockeye",1953,NA,"CC"
584,"Sockeye",1953,NA,"CC"
585,"Sockeye",1953,NA,"CC"
586,"Sockeye",1953,NA,"CC"
587,"Sockeye",1953,NA,"CC"
588,"Sockeye",1953,NA,"CC"
589,"Sockeye",1953,NA,"CC"
590,"Sockeye",1953,NA,"CC"
591,"Sockeye",1953,NA,"CC"
592,"Sockeye",1953,NA,"CC"
593,"Sockeye",1953,NA,"CC"
594,"Sockeye",1953,NA,"CC"
595,"Sockeye",1953,NA,"CC"
596,"Sockeye",1953,NA,"CC"
597,"Sockeye",1953,NA,"CC"
598,"Sockeye",1953,NA,"CC"
599,"Sockeye",1953,NA,"CC"
600,"Sockeye",1953,NA,"CC"
601,"Sockeye",1953,NA,"CC"
602,"Sockeye",1953,NA,"CC"
603,"Sockeye",1953,NA,"CC"
604,"Sockeye",1953,NA,"CC"
605,"Sockeye",1953,NA,"CC"
606,"Sockeye",1953,NA,"CC"
607,"Sockeye",1953,NA,"CC"
608,"Pink (Even)",1953,NA,"CC"
609,"Pink (Even)",1953,NA,"CC"
610,"Pink (Odd)",1953,NA,"CC"
611,"Pink (Odd)",1953,NA,"CC"
612,"Pink (Odd)",1953,NA,"CC"
613,"Sockeye",1953,NA,"CC"
614,"Sockeye",1953,NA,"CC"
615,"Sockeye",1953,NA,"CC"
500,"Chum",1954,"48216","CC"
501,"Chum",1954,"37340","CC"
502,"Chum",1954,NA,"CC"
503,"Chum",1954,"424881","CC"
504,"Chum",1954,"169235","CC"
505,"Chum",1954,NA,"CC"
506,"Chum",1954,"317836","CC"
507,"Chum",1954,"164097","CC"
508,"Chum",1954,"123741","CC"
509,"Chinook",1954,NA,"CC"
510,"Chinook",1954,NA,"CC"
511,"Chinook",1954,NA,"CC"
512,"Chinook",1954,NA,"CC"
513,"Chinook",1954,NA,"CC"
514,"Chinook",1954,NA,"CC"
515,"Chinook",1954,NA,"CC"
516,"Coho",1954,"1110","CC"
517,"Coho",1954,"16538","CC"
518,"Coho",1954,"103115","CC"
519,"Coho",1954,"6790","CC"
520,"Coho",1954,"230430","CC"
521,"Coho",1954,"2807","CC"
522,"Coho",1954,"168666","CC"
523,"Coho",1954,"147888","CC"
524,"Sockeye",1954,"85084","CC"
525,"Sockeye",1954,"349906","CC"
526,"Sockeye",1954,NA,"CC"
527,"Sockeye",1954,NA,"CC"
528,"Sockeye",1954,NA,"CC"
529,"Sockeye",1954,NA,"CC"
530,"Sockeye",1954,NA,"CC"
531,"Sockeye",1954,NA,"CC"
532,"Sockeye",1954,NA,"CC"
533,"Sockeye",1954,NA,"CC"
534,"Sockeye",1954,"1500","CC"
535,"Sockeye",1954,"900","CC"
536,"Sockeye",1954,NA,"CC"
537,"Sockeye",1954,NA,"CC"
538,"Sockeye",1954,"70000","CC"
539,"Sockeye",1954,NA,"CC"
540,"Sockeye",1954,NA,"CC"
541,"Sockeye",1954,"1500","CC"
542,"Sockeye",1954,NA,"CC"
543,"Sockeye",1954,NA,"CC"
544,"Sockeye",1954,NA,"CC"
545,"Sockeye",1954,NA,"CC"
546,"Sockeye",1954,NA,"CC"
547,"Sockeye",1954,NA,"CC"
548,"Sockeye",1954,NA,"CC"
549,"Sockeye",1954,NA,"CC"
550,"Sockeye",1954,NA,"CC"
551,"Sockeye",1954,NA,"CC"
552,"Sockeye",1954,NA,"CC"
553,"Sockeye",1954,NA,"CC"
554,"Sockeye",1954,NA,"CC"
555,"Sockeye",1954,NA,"CC"
556,"Sockeye",1954,NA,"CC"
557,"Sockeye",1954,NA,"CC"
558,"Sockeye",1954,NA,"CC"
559,"Sockeye",1954,NA,"CC"
560,"Sockeye",1954,NA,"CC"
561,"Sockeye",1954,NA,"CC"
562,"Sockeye",1954,NA,"CC"
563,"Sockeye",1954,"2400","CC"
564,"Sockeye",1954,NA,"CC"
565,"Sockeye",1954,NA,"CC"
566,"Sockeye",1954,NA,"CC"
567,"Sockeye",1954,NA,"CC"
568,"Sockeye",1954,NA,"CC"
569,"Sockeye",1954,NA,"CC"
570,"Sockeye",1954,NA,"CC"
571,"Sockeye",1954,NA,"CC"
572,"Sockeye",1954,"3000","CC"
573,"Sockeye",1954,NA,"CC"
574,"Sockeye",1954,NA,"CC"
575,"Sockeye",1954,"7000","CC"
576,"Sockeye",1954,NA,"CC"
577,"Sockeye",1954,NA,"CC"
578,"Sockeye",1954,NA,"CC"
579,"Sockeye",1954,"3000","CC"
580,"Sockeye",1954,NA,"CC"
581,"Sockeye",1954,NA,"CC"
582,"Sockeye",1954,NA,"CC"
583,"Sockeye",1954,NA,"CC"
584,"Sockeye",1954,"9000","CC"
585,"Sockeye",1954,"1500","CC"
586,"Sockeye",1954,NA,"CC"
587,"Sockeye",1954,NA,"CC"
588,"Sockeye",1954,"3000","CC"
589,"Sockeye",1954,NA,"CC"
590,"Sockeye",1954,NA,"CC"
591,"Sockeye",1954,NA,"CC"
592,"Sockeye",1954,NA,"CC"
593,"Sockeye",1954,NA,"CC"
594,"Sockeye",1954,NA,"CC"
595,"Sockeye",1954,NA,"CC"
596,"Sockeye",1954,NA,"CC"
597,"Sockeye",1954,"11000","CC"
598,"Sockeye",1954,NA,"CC"
599,"Sockeye",1954,NA,"CC"
600,"Sockeye",1954,NA,"CC"
601,"Sockeye",1954,NA,"CC"
602,"Sockeye",1954,NA,"CC"
603,"Sockeye",1954,NA,"CC"
604,"Sockeye",1954,NA,"CC"
605,"Sockeye",1954,NA,"CC"
606,"Sockeye",1954,NA,"CC"
607,"Sockeye",1954,"1500","CC"
608,"Pink (Even)",1954,"617914","CC"
609,"Pink (Even)",1954,"719647","CC"
610,"Pink (Odd)",1954,NA,"CC"
611,"Pink (Odd)",1954,NA,"CC"
612,"Pink (Odd)",1954,NA,"CC"
613,"Sockeye",1954,NA,"CC"
614,"Sockeye",1954,NA,"CC"
615,"Sockeye",1954,NA,"CC"
500,"Chum",1955,"10366","CC"
501,"Chum",1955,"5342","CC"
502,"Chum",1955,NA,"CC"
503,"Chum",1955,"278083","CC"
504,"Chum",1955,"58694","CC"
505,"Chum",1955,NA,"CC"
506,"Chum",1955,"102379","CC"
507,"Chum",1955,"106055","CC"
508,"Chum",1955,"71314","CC"
509,"Chinook",1955,NA,"CC"
510,"Chinook",1955,NA,"CC"
511,"Chinook",1955,NA,"CC"
512,"Chinook",1955,NA,"CC"
513,"Chinook",1955,NA,"CC"
514,"Chinook",1955,NA,"CC"
515,"Chinook",1955,NA,"CC"
516,"Coho",1955,"2775","CC"
517,"Coho",1955,"13810","CC"
518,"Coho",1955,"20229","CC"
519,"Coho",1955,"5884","CC"
520,"Coho",1955,"311273","CC"
521,"Coho",1955,"5614","CC"
522,"Coho",1955,"84333","CC"
523,"Coho",1955,"133308","CC"
524,"Sockeye",1955,"110109","CC"
525,"Sockeye",1955,"436202","CC"
526,"Sockeye",1955,NA,"CC"
527,"Sockeye",1955,NA,"CC"
528,"Sockeye",1955,NA,"CC"
529,"Sockeye",1955,NA,"CC"
530,"Sockeye",1955,NA,"CC"
531,"Sockeye",1955,NA,"CC"
532,"Sockeye",1955,NA,"CC"
533,"Sockeye",1955,NA,"CC"
534,"Sockeye",1955,"1500","CC"
535,"Sockeye",1955,"1500","CC"
536,"Sockeye",1955,NA,"CC"
537,"Sockeye",1955,NA,"CC"
538,"Sockeye",1955,"7000","CC"
539,"Sockeye",1955,NA,"CC"
540,"Sockeye",1955,NA,"CC"
541,"Sockeye",1955,"7000","CC"
542,"Sockeye",1955,NA,"CC"
543,"Sockeye",1955,NA,"CC"
544,"Sockeye",1955,NA,"CC"
545,"Sockeye",1955,NA,"CC"
546,"Sockeye",1955,NA,"CC"
547,"Sockeye",1955,NA,"CC"
548,"Sockeye",1955,NA,"CC"
549,"Sockeye",1955,NA,"CC"
550,"Sockeye",1955,NA,"CC"
551,"Sockeye",1955,NA,"CC"
552,"Sockeye",1955,NA,"CC"
553,"Sockeye",1955,NA,"CC"
554,"Sockeye",1955,NA,"CC"
555,"Sockeye",1955,NA,"CC"
556,"Sockeye",1955,NA,"CC"
557,"Sockeye",1955,NA,"CC"
558,"Sockeye",1955,NA,"CC"
559,"Sockeye",1955,NA,"CC"
560,"Sockeye",1955,"800","CC"
561,"Sockeye",1955,NA,"CC"
562,"Sockeye",1955,NA,"CC"
563,"Sockeye",1955,"4000","CC"
564,"Sockeye",1955,NA,"CC"
565,"Sockeye",1955,NA,"CC"
566,"Sockeye",1955,NA,"CC"
567,"Sockeye",1955,NA,"CC"
568,"Sockeye",1955,NA,"CC"
569,"Sockeye",1955,NA,"CC"
570,"Sockeye",1955,NA,"CC"
571,"Sockeye",1955,NA,"CC"
572,"Sockeye",1955,"4000","CC"
573,"Sockeye",1955,NA,"CC"
574,"Sockeye",1955,NA,"CC"
575,"Sockeye",1955,"7000","CC"
576,"Sockeye",1955,NA,"CC"
577,"Sockeye",1955,NA,"CC"
578,"Sockeye",1955,NA,"CC"
579,"Sockeye",1955,"1500","CC"
580,"Sockeye",1955,NA,"CC"
581,"Sockeye",1955,NA,"CC"
582,"Sockeye",1955,NA,"CC"
583,"Sockeye",1955,NA,"CC"
584,"Sockeye",1955,"2000","CC"
585,"Sockeye",1955,"5132","CC"
586,"Sockeye",1955,NA,"CC"
587,"Sockeye",1955,NA,"CC"
588,"Sockeye",1955,"1500","CC"
589,"Sockeye",1955,NA,"CC"
590,"Sockeye",1955,NA,"CC"
591,"Sockeye",1955,NA,"CC"
592,"Sockeye",1955,NA,"CC"
593,"Sockeye",1955,NA,"CC"
594,"Sockeye",1955,NA,"CC"
595,"Sockeye",1955,NA,"CC"
596,"Sockeye",1955,NA,"CC"
597,"Sockeye",1955,"11000","CC"
598,"Sockeye",1955,NA,"CC"
599,"Sockeye",1955,NA,"CC"
600,"Sockeye",1955,NA,"CC"
601,"Sockeye",1955,NA,"CC"
602,"Sockeye",1955,NA,"CC"
603,"Sockeye",1955,NA,"CC"
604,"Sockeye",1955,NA,"CC"
605,"Sockeye",1955,NA,"CC"
606,"Sockeye",1955,NA,"CC"
607,"Sockeye",1955,"1100","CC"
608,"Pink (Even)",1955,NA,"CC"
609,"Pink (Even)",1955,NA,"CC"
610,"Pink (Odd)",1955,"333635","CC"
611,"Pink (Odd)",1955,"529531","CC"
612,"Pink (Odd)",1955,"514820","CC"
613,"Sockeye",1955,NA,"CC"
614,"Sockeye",1955,NA,"CC"
615,"Sockeye",1955,NA,"CC"
500,"Chum",1956,"28929","CC"
501,"Chum",1956,"16758","CC"
502,"Chum",1956,NA,"CC"
503,"Chum",1956,"385516","CC"
504,"Chum",1956,"150649","CC"
505,"Chum",1956,NA,"CC"
506,"Chum",1956,"96632","CC"
507,"Chum",1956,"49517","CC"
508,"Chum",1956,"49971","CC"
509,"Chinook",1956,NA,"CC"
510,"Chinook",1956,NA,"CC"
